"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Eastern Buffer","EM1","2024-07-04","1","Bottom Water","<0.1","0.026","1.7","42","2.9","180","340","0.1","0.022","0.01","7.3","1.4","34.2","4.5","1.1","3.3","23","0.15","0.13","0.25","0.14","4.2","<0.001","0.6"
"Eastern Buffer","EM1","2024-08-05","1","Surface Water","0.8","0.026","8","73","5.7","410","1200","0.15","0.018","0.006","8.1","2.3","31.9","2.7","0.46","17","25.1","0.19","0.32","0.49","0.11","1.9","0.001","5"
"Eastern Buffer","EM1","2024-08-05","1","Middle Water","0.9","<0.005","1.7","46","3.3","230","410","0.13","0.01","0.008","7.9","1.1","34.1","2.7","1.1","2.6","22.9","0.15","0.21","0.35","0.1","2.1","<0.001","1.3"
"Eastern Buffer","EM1","2024-08-05","1","Bottom Water","1","0.008","0.9","46","3.3","55","130","0.12","0.01","0.008","7.9","0.9","34.3","2.7","1.1","2.3","22.8","0.14","0.17","0.3","0.11","2.2","<0.001","0.7"
"Eastern Buffer","EM1","2024-09-14","1","Surface Water","2.4","0.16","11","93","6","60","210","0.12","0.025","0.027","8.1","10","30.6","1.8","0.86","5.3","29.3","0.31","0.46","0.61","0.15","2.9","0.011","2.1"
"Eastern Buffer","EM1","2024-09-14","1","Middle Water","1.7","0.17","6.1","71","4.6","80","280","0.11","0.022","0.022","7.9","6.5","31","1.8","1.1","8.4","28.9","0.3","0.32","0.45","0.14","5.6","0.009","2.4"
"Eastern Buffer","EM1","2024-09-14","1","Bottom Water","1.5","0.16","4.5","65","4.3","150","240","0.069","0.023","0.018","7.9","5","31.3","1.8","1.2","4.2","28.7","0.25","0.29","0.38","0.14","5.9","0.007","1.6"
"Eastern Buffer","EM1","2024-10-07","1","Surface Water","0.2","0.046","1.9","95","6.2","7","15","0.042","0.008","0.008","7.8","0.8","32.5","1.6","0.64","4","28.7","0.1","0.19","0.24","0.22","3","0.002","1.3"
"Eastern Buffer","EM1","2024-10-07","1","Middle Water","<0.1","0.053","<0.2","72","4.7","17","41","0.042","0.008","0.007","7.8","2.7","32.5","1.6","0.64","3","28.6","0.1","0.18","0.23","0.31","3.2","0.002","1"
"Eastern Buffer","EM1","2024-10-07","1","Bottom Water","<0.1","0.04","1.2","83","5.4","18","30","0.04","0.008","0.006","7.8","0.3","32.6","1.6","0.68","3","28.5","0.09","0.18","0.23","0.24","3.6","0.001","0.9"
"Eastern Buffer","EM1","2024-11-06","1","Surface Water","0.7","0.026","1.1","80","5.4","22","51","0.076","0.051","0.009","7.8","1.1","32.6","2.3","0.83","15","26.3","0.15","0.09","0.22","0.11","2.1","<0.001","1.1"
"Eastern Buffer","EM1","2024-11-06","1","Middle Water","0.9","0.018","1.7","69","4.7","31","61","0.044","0.054","<0.002","7.8","<0.2","32.5","2.3","0.76","19","26.2","0.12","0.13","0.23","0.17","2.7","<0.001","2.2"
"Eastern Buffer","EM1","2024-11-06","1","Bottom Water","0.7","0.015","1.1","68","4.6","48","79","0.042","0.049","<0.002","7.8","1","32.7","2.3","0.74","10","26.2","0.11","0.1","0.19","0.11","7.9","<0.001","1.3"
"Eastern Buffer","EM1","2024-12-10","1","Surface Water","0.4","0.072","3.5","88","6.4","120","170","0.19","0.01","0.011","7.8","1.7","31.6","2.7","0.64","6","21.9","0.27","0.19","0.39","0.06","2.8","0.002","1.2"
"Eastern Buffer","EM1","2024-12-10","1","Middle Water","<0.1","0.059","1.9","85","6.2","200","250","0.17","0.01","0.014","7.8","0.4","31.8","2.7","0.65","4.9","21.8","0.24","0.2","0.38","0.06","3.2","0.001","1.2"
"Eastern Buffer","EM1","2024-12-10","1","Bottom Water","0.3","0.058","1.8","79","5.8","270","520","0.18","0.009","0.014","7.8","1.2","31.8","2.7","0.64","5.5","21.8","0.25","0.12","0.31","0.04","3.2","0.001","1.3"
"Eastern Buffer","EM2","2024-01-15","1","Surface Water","0.5","0.035","5.7","88","6.5","7","13","0.036","0.004","0.005","7.8","0.8","33.4","3.5","0.14","8.2","20.1","0.08","0.15","0.19","0.04","3","<0.001","1.6"
"Eastern Buffer","EM2","2024-01-15","1","Middle Water","0.6","0.03","5.4","107","8","38","100","0.025","<0.002","<0.002","7.8","1.4","33.5","3.5","0.13","4","20","0.06","0.12","0.15","0.03","2.8","<0.001","0.8"
"Eastern Buffer","EM2","2024-01-15","1","Bottom Water","0.3","0.013","3.8","104","7.8","9","19","0.009","<0.002","<0.002","7.8","2.1","33.8","3.5","0.17","7.6","20","0.02","0.16","0.17","0.03","5.9","<0.001","1.3"
"Eastern Buffer","EM2","2024-02-03","1","Surface Water","0.3","0.015","1","91","6.9","<1","2","0.021","<0.002","<0.002","8","<0.2","34.1","4.9","0.34","3.4","19.1","0.04","0.14","0.16","0.04","0.2","<0.001","1.1"
"Eastern Buffer","EM2","2024-02-03","1","Middle Water","0.3","0.018","1.1","94","7.1","<1","<1","0.008","<0.002","<0.002","8","<0.2","34.1","4.9","0.32","2","19.1","0.03","0.13","0.14","0.03","0.2","<0.001","<0.5"
"Eastern Buffer","EM2","2024-02-03","1","Bottom Water","0.3","0.018","1","93","7","<1","<1","0.009","<0.002","<0.002","8","<0.2","34.1","4.9","0.35","2.7","19.1","0.03","0.2","0.21","0.03","0.4","<0.001","<0.5"
"Eastern Buffer","EM2","2024-03-06","1","Surface Water","1.9","0.055","0.9","95","7","4","16","0.046","0.003","<0.002","7.7","<0.2","34.2","3.5","0.42","2.3","20.1","0.1","0.15","0.2","0.04","2.4","<0.001","<0.5"
"Eastern Buffer","EM2","2024-03-06","1","Middle Water","1.9","0.051","0.5","94","7","82","140","0.036","0.004","0.002","7.7","<0.2","34.2","3.5","0.43","<0.5","19.7","0.09","0.19","0.23","0.04","2.4","<0.001","<0.5"
"Eastern Buffer","EM2","2024-03-06","1","Bottom Water","1.9","0.035","0.5","95","7.1","14","24","0.022","<0.002","0.003","7.7","<0.2","34.4","3.5","0.34","1.6","19.7","0.06","0.12","0.14","0.04","2.7","<0.001","<0.5"
"Eastern Buffer","EM2","2024-04-11","1","Surface Water","0.4","0.036","1.4","101","7","1","3","0.055","<0.002","0.005","7.6","<0.2","33.6","3","0.26","3.8","23.7","0.09","0.16","0.22","0.05","2.7","<0.001","0.9"
"Eastern Buffer","EM2","2024-04-11","1","Middle Water","0.4","0.022","1.1","74","5.2","20","27","0.035","<0.002","<0.002","7.6","<0.2","33.7","3","0.25","2.8","23.5","0.06","0.16","0.2","0.06","2.7","<0.001","1"
"Eastern Buffer","EM2","2024-04-11","1","Bottom Water","0.3","0.007","0.7","92","6.4","5","11","0.016","<0.002","0.002","7.6","0.3","34.1","3","0.26","1","23.5","0.03","0.15","0.17","0.06","3.3","<0.001","0.8"
"Eastern Buffer","EM2","2024-05-17","1","Surface Water","<0.1","0.01","2.2","82","5.6","<1","7","0.013","<0.002","<0.002","8.2","<0.2","31.8","3.4","0.11","1.4","25.8","0.03","0.13","0.15","0.07","1.1","<0.001","<0.5"
"Eastern Buffer","EM2","2024-05-17","1","Middle Water","<0.1","0.006","1.3","86","5.9","<1","6","0.009","0.002","0.005","8.2","<0.2","31.9","3.4","0.1","6.9","25.7","0.02","0.19","0.2","0.08","0.8","<0.001","1.9"
"Eastern Buffer","EM2","2024-05-17","1","Bottom Water","<0.1","<0.005","1.8","79","5.4","3","4","0.008","<0.002","0.031","8.2","<0.2","32","3.4","0.1","4.5","25.7","0.02","0.15","0.16","0.08","2.3","<0.001","1.1"
"Eastern Buffer","EM2","2024-06-21","1","Surface Water","3.2","0.051","35","85","5.7","350","1500","0.32","0.046","0.009","8.3","8.1","27.7","2.1","0.25","6.2","27.4","0.42","0.36","0.73","0.05","2.5","0.005","1.8"
"Eastern Buffer","EM2","2024-06-21","1","Middle Water","1.3","0.034","13","84","5.7","210","580","0.13","0.037","0.006","8.1","2.1","31.5","2.1","0.52","13","26","0.2","0.2","0.37","0.06","2.5","0.002","2.4"
"Eastern Buffer","EM2","2024-06-21","1","Bottom Water","0.5","0.024","1.7","57","3.9","300","500","0.054","0.031","0.008","8","0.7","32.8","2.1","0.67","13","25.1","0.11","0.12","0.21","0.06","2.7","0.001","2.2"
"Eastern Buffer","EM2","2024-07-04","1","Surface Water","2.4","0.034","29","102","7","420","1100","0.39","0.029","<0.002","7.7","5.8","24.1","2.4","0.46","7","27.7","0.45","0.31","0.73","0.09","4.1","<0.001","1.9"
"Eastern Buffer","EM2","2024-07-04","1","Middle Water","0.4","0.044","5.5","66","4.6","370","590","0.15","0.021","0.009","7.3","2.4","32.1","2.4","1","2.9","24","0.22","0.2","0.37","0.13","3.7","<0.001","0.6"
"Eastern Buffer","EM2","2024-07-04","1","Bottom Water","0.4","0.018","1","46","3.2","20","40","0.093","0.02","0.011","7.3","0.6","34.4","2.4","1.1","5.3","22.9","0.13","0.15","0.26","0.14","4.6","<0.001","1"
"Eastern Buffer","EM2","2024-08-05","1","Surface Water","1","0.036","5.6","79","5.3","58","130","0.16","0.023","<0.002","8.2","2.4","31.1","2.6","0.28","3","26.6","0.22","0.34","0.52","0.1","3.1","0.003","1.2"
"Eastern Buffer","EM2","2024-08-05","1","Middle Water","<0.1","0.011","1.3","56","3.9","80","120","0.14","0.012","0.008","8","0.8","33.7","2.6","0.9","2.6","23.4","0.16","0.2","0.35","0.1","2.4","<0.001","2.3"
"Eastern Buffer","EM2","2024-08-05","1","Bottom Water","<0.1","0.009","1","47","3.3","7","16","0.12","0.009","0.009","7.9","0.8","34.3","2.6","1.1","4","22.8","0.14","0.23","0.36","0.1","4.7","<0.001","1"
"Eastern Buffer","EM2","2024-09-14","1","Surface Water","2.2","0.17","9.8","86","5.6","130","390","0.12","0.022","0.024","8","6.6","30.9","2","0.89","6.5","29","0.31","0.39","0.53","0.15","4","0.01","3.5"
"Eastern Buffer","EM2","2024-09-14","1","Middle Water","1.1","0.13","4.1","61","4","230","480","0.08","0.023","0.018","7.9","4","31.3","2","1.1","4","28.7","0.23","0.33","0.43","0.14","5","0.006","1.1"
"Eastern Buffer","EM2","2024-09-14","1","Bottom Water","0.7","0.098","2.1","64","4.2","280","580","0.06","0.031","0.019","7.9","1.3","32.2","2","1.3","4.8","28.3","0.19","0.23","0.32","0.15","6.3","0.004","2.4"
"Eastern Buffer","EM2","2024-10-07","1","Surface Water","<0.1","0.023","2","83","5.3","9","37","0.037","0.008","0.007","7.8","0.8","32.5","1.8","0.67","6.8","28.7","0.07","0.18","0.23","0.21","2.9","<0.001","3.1"
"Eastern Buffer","EM2","2024-10-07","1","Middle Water","<0.1","0.027","1.8","60","3.9","46","82","0.036","0.009","0.007","7.8","0.5","32.5","1.8","0.69","4.5","28.6","0.07","0.15","0.2","0.22","2.7","<0.001","2.6"
"Eastern Buffer","EM2","2024-10-07","1","Bottom Water","<0.1","0.021","1.3","64","4.1","41","64","0.033","0.01","0.006","7.8","0.3","32.6","1.8","0.73","5.2","28.5","0.06","0.14","0.18","0.28","4.1","<0.001","1.8"
"Eastern Buffer","EM2","2024-11-06","1","Surface Water","0.8","0.017","2.2","77","5.2","8","27","0.067","0.052","0.011","7.8","<0.2","32.6","2.5","0.76","18","26.2","0.14","0.11","0.23","0.11","2.6","<0.001","1.8"
"Eastern Buffer","EM2","2024-11-06","1","Middle Water","0.8","0.007","1.5","65","4.4","33","87","0.049","0.051","0.004","7.8","0.7","32.6","2.5","0.81","12","26.1","0.11","0.13","0.23","0.12","2.5","<0.001","1.7"
"Eastern Buffer","EM2","2024-11-06","1","Bottom Water","1.1","0.054","1","66","4.4","20","50","0.06","0.048","<0.002","7.8","1","32.7","2.5","0.74","17","26.2","0.16","0.29","0.4","0.15","5.6","0.002","1.2"
"Eastern Buffer","EM2","2024-12-10","1","Surface Water","0.8","0.061","4","91","6.7","200","370","0.17","0.009","0.005","7.8","2.8","31.6","2.4","0.59","4.3","21.6","0.24","0.2","0.38","0.05","2.3","0.001","1.2"
"Eastern Buffer","EM2","2024-12-10","1","Middle Water","0.3","0.052","4","92","6.7","130","210","0.16","0.007","0.013","7.8","1.9","31.9","2.4","0.63","4.4","21.8","0.22","0.16","0.33","0.04","2.6","0.001","1.4"
"Eastern Buffer","EM2","2024-12-10","1","Bottom Water","0.5","0.052","2.8","92","6.7","130","240","0.15","0.006","0.014","7.8","0.2","32","2.4","0.62","4.2","21.9","0.21","0.15","0.31","0.05","5.9","0.001","0.9"
"Eastern Buffer","EM3","2024-01-15","1","Surface Water","0.3","0.007","2.2","88","6.7","<1","<1","0.006","<0.002","<0.002","7.8","0.6","31","3","0.17","8.3","20.2","0.02","0.17","0.18","0.03","3.5","<0.001","1.2"
"Eastern Buffer","EM3","2024-01-15","1","Middle Water","0.2","0.01","2.3","86","6.4","4","5","0.006","<0.002","<0.002","7.8","0.4","33.9","3","0.15","3.3","20.2","0.02","0.11","0.12","0.03","3.2","<0.001","0.7"
"Eastern Buffer","EM3","2024-01-15","1","Bottom Water","0.1","0.007","2.2","102","7.6","<1","1","0.006","<0.002","<0.002","7.8","0.3","34","3","0.16","3.7","20.4","0.02","<0.05","0.06","0.03","3.6","<0.001","<0.5"
"Eastern Buffer","EM3","2024-02-03","1","Surface Water","0.5","0.028","1.4","86","6.5","2","3","0.04","<0.002","<0.002","8","<0.2","34.1","4.2","0.35","2.6","19.1","0.07","0.14","0.18","0.03","0.2","<0.001","0.7"
"Eastern Buffer","EM3","2024-02-03","1","Middle Water","0.3","0.023","1.3","93","7","1","1","0.013","<0.002","<0.002","8","<0.2","34.1","4.2","0.37","3.2","19","0.04","0.13","0.15","0.03","0.3","<0.001","0.6"
"Eastern Buffer","EM3","2024-02-03","1","Bottom Water","0.4","0.015","1.1","93","7.1","2","2","0.009","<0.002","0.004","8.1","<0.2","34.2","4.2","0.34","4.1","19","0.03","0.18","0.19","0.03","0.5","<0.001","0.8"
"Eastern Buffer","EM3","2024-03-06","1","Surface Water","2","0.059","0.3","67","5","4","15","0.05","0.006","0.01","7.6","<0.2","34.4","3.4","0.48","0.6","20.4","0.12","0.24","0.3","0.04","2.5","<0.001","<0.5"
"Eastern Buffer","EM3","2024-03-06","1","Middle Water","2.1","0.03","0.6","98","7.3","4","14","0.014","<0.002","<0.002","7.7","<0.2","34.4","3.4","0.25","0.6","20","0.05","0.13","0.15","0.04","2.4","<0.001","<0.5"
"Eastern Buffer","EM3","2024-03-06","1","Bottom Water","1.9","0.028","0.5","96","7.2","<1","1","0.012","<0.002","<0.002","7.7","<0.2","34.4","3.4","0.31","1","19.8","0.04","0.16","0.17","0.04","2.6","<0.001","<0.5"
"Eastern Buffer","EM3","2024-04-11","1","Surface Water","0.5","0.032","0.8","91","6.4","2","3","0.053","<0.002","0.004","7.6","0.6","33.6","4.5","0.25","2.7","23.6","0.09","0.13","0.19","0.05","2.4","<0.001","0.5"
"Eastern Buffer","EM3","2024-04-11","1","Middle Water","0.4","0.013","1.4","95","6.7","2","3","0.019","<0.002","<0.002","7.6","<0.2","34.1","4.5","0.25","4.5","23.4","0.03","0.13","0.15","0.05","2.6","<0.001","2"
"Eastern Buffer","EM3","2024-04-11","1","Bottom Water","0.2","0.007","0.9","96","6.7","1","2","0.013","<0.002","<0.002","7.6","<0.2","34.1","4.5","0.24","4.1","23.4","0.02","0.09","0.11","0.05","3.2","<0.001","1.1"
"Eastern Buffer","EM3","2024-05-17","1","Surface Water","<0.1","0.009","0.9","79","5.4","<1","<1","0.01","<0.002","<0.002","8.2","<0.2","31.9","3.4","0.09","2.2","25.7","0.02","0.15","0.16","0.07","0.8","<0.001","0.5"
"Eastern Buffer","EM3","2024-05-17","1","Middle Water","<0.1","0.009","1.2","73","5","2","3","0.007","<0.002","<0.002","8.2","<0.2","31.9","3.4","0.09","4.2","25.7","0.02","0.15","0.16","0.07","1","<0.001","1.1"
"Eastern Buffer","EM3","2024-05-17","1","Bottom Water","<0.1","0.009","1.6","83","5.6","1","1","0.012","<0.002","<0.002","8.2","<0.2","32","3.4","0.12","3","25.7","0.02","0.21","0.22","0.03","1.6","<0.001","0.8"
"Eastern Buffer","EM3","2024-06-21","1","Surface Water","3.4","0.048","32","90","6.1","59","150","0.27","0.047","<0.002","8.3","10","29.3","2.1","0.07","5.2","27.1","0.37","0.35","0.67","0.06","1.9","0.004","1.2"
"Eastern Buffer","EM3","2024-06-21","1","Middle Water","0.9","0.025","8","95","6.4","30","78","0.038","0.013","<0.002","8.1","1.5","32.4","2.1","0.21","9.7","26.4","0.08","0.14","0.19","0.05","0.6","0.002","1.2"
"Eastern Buffer","EM3","2024-06-21","1","Bottom Water","0.3","0.01","1.4","83","5.6","11","21","0.039","0.022","0.002","8","<0.2","33.9","2.1","0.61","6.4","25.3","0.07","0.16","0.22","0.07","1.3","<0.001","0.6"
"Eastern Buffer","EM3","2024-07-04","1","Surface Water","1.6","0.005","37","101","6.9","140","230","0.26","0.029","<0.002","7.7","4","28","2.6","0.23","6.5","26.7","0.29","0.3","0.59","0.09","3.3","<0.001","2"
"Eastern Buffer","EM3","2024-07-04","1","Middle Water","0.9","0.025","3.7","76","5.2","230","360","0.11","0.019","0.006","7.3","1.8","31.5","2.6","0.97","1.8","25.1","0.15","0.17","0.3","0.14","3","<0.001","0.5"
"Eastern Buffer","EM3","2024-07-04","1","Bottom Water","0.2","0.012","1","75","5.2","4","11","0.084","0.014","0.008","7.3","<0.2","34.1","2.6","1","3","23.5","0.11","0.12","0.22","0.13","4","<0.001","0.6"
"Eastern Buffer","EM3","2024-08-05","1","Surface Water","1.3","0.037","12","122","8.3","45","160","0.068","0.009","<0.002","8.2","4.2","31.8","2.5","0.14","3.2","25.8","0.11","0.35","0.43","0.1","8.2","0.003","1.8"
"Eastern Buffer","EM3","2024-08-05","1","Middle Water","<0.1","0.011","0.8","44","3.1","5","10","0.12","0.01","0.004","8","0.4","34.3","2.5","0.96","2.8","23","0.14","0.18","0.31","0.11","2.4","<0.001","1.7"
"Eastern Buffer","EM3","2024-08-05","1","Bottom Water","0.1","0.009","4","53","3.7","30","59","0.096","0.011","0.009","8","2.4","34.4","2.5","0.84","1.6","22.7","0.12","0.21","0.32","0.11","4","<0.001","0.6"
"Eastern Buffer","EM3","2024-09-14","1","Surface Water","1.7","0.12","6.4","124","8","37","97","0.054","0.012","0.009","8.1","5.7","31.2","2","0.73","2.4","29.4","0.19","0.3","0.37","0.11","2.2","0.008","1.3"
"Eastern Buffer","EM3","2024-09-14","1","Middle Water","1.5","0.11","4.9","81","5.2","61","120","0.045","0.009","0.011","8","4.8","31.4","2","0.66","2.8","29","0.16","0.28","0.33","0.13","1.3","0.006","1.4"
"Eastern Buffer","EM3","2024-09-14","1","Bottom Water","1","0.078","3.1","83","5.5","56","94","0.04","0.007","0.01","7.8","3","33.2","2","0.72","2.4","27.4","0.13","0.19","0.24","0.13","3.7","0.003","1.7"
"Eastern Buffer","EM3","2024-10-07","1","Surface Water","<0.1","0.015","1.6","91","5.9","1","1","0.023","0.009","0.005","7.8","<0.2","32.7","1.6","0.75","1","28.3","0.05","0.13","0.16","0.21","4.9","<0.001","0.7"
"Eastern Buffer","EM3","2024-10-07","1","Middle Water","<0.1","0.014","1.3","63","4.1","1","2","0.025","0.01","0.01","7.8","<0.2","32.7","1.6","0.8","4.6","28.5","0.05","0.11","0.15","0.23","3.5","<0.001","1.4"
"Eastern Buffer","EM3","2024-10-07","1","Bottom Water","0.2","0.018","1.2","71","4.6","1","2","0.023","0.011","0.007","7.8","0.3","32.7","1.6","0.79","5","28.5","0.05","0.13","0.16","0.23","4.2","<0.001","1.3"
"Eastern Buffer","EM3","2024-11-06","1","Surface Water","0.8","0.028","1.2","73","5","<1","1","0.02","0.037","0.003","7.8","0.7","32.6","2.8","0.72","23","25.9","0.09","0.11","0.17","0.12","2.5","<0.001","0.9"
"Eastern Buffer","EM3","2024-11-06","1","Middle Water","0.7","0.011","1.2","73","4.9","<1","<1","0.021","0.039","0.003","7.8","0.4","32.8","2.8","0.66","2.5","25.9","0.07","0.14","0.2","0.13","4.1","<0.001","0.7"
"Eastern Buffer","EM3","2024-11-06","1","Bottom Water","0.7","0.008","1.7","82","5.6","<1","1","0.015","0.032","<0.002","7.8","<0.2","32.8","2.8","0.7","13","26","0.06","0.18","0.23","0.13","4.6","<0.001","0.6"
"Eastern Buffer","EM3","2024-12-10","1","Surface Water","1.3","0.048","2.8","106","8","59","92","0.14","0.006","0.013","7.8","1.3","26.5","3.1","0.51","3.9","21.4","0.19","0.17","0.32","0.05","1.2","0.001","1.4"
"Eastern Buffer","EM3","2024-12-10","1","Middle Water","0.5","0.048","6.4","93","6.8","110","160","0.13","0.009","0.005","7.8","2","32","3.1","0.63","2.5","21.8","0.19","0.16","0.3","0.14","1.6","0.001","0.9"
"Eastern Buffer","EM3","2024-12-10","1","Bottom Water","0.4","0.049","2.6","94","6.9","140","150","0.13","0.005","0.012","7.8","1.4","32","3.1","0.63","3.4","21.8","0.18","0.19","0.33","0.05","1.7","0.001","1"
"Eastern Buffer","ET1","2024-01-15","1","Surface Water","0.7","0.046","8.2","108","8","29","70","0.048","0.004","0.002","7.9","0.7","33.2","2.8","0.16","3.9","20.3","0.1","0.18","0.23","0.04","3.9","0.001","1.3"
"Eastern Buffer","ET1","2024-01-15","1","Middle Water","0.6","0.038","7.4","129","9.6","74","210","0.043","0.002","0.002","7.9","0.9","33.2","2.8","0.15","1.8","20","0.08","0.23","0.28","0.04","2.9","<0.001","<0.5"
"Eastern Buffer","ET1","2024-01-15","1","Bottom Water","0.5","0.042","6.5","149","11.1","110","260","0.043","0.005","0.002","7.8","1","33.2","2.8","0.14","1.6","20","0.09","0.19","0.24","0.06","2.9","<0.001","0.6"
"Eastern Buffer","ET1","2024-03-06","1","Surface Water","2.1","0.082","0.6","88","6.5","53","180","0.085","0.012","0.02","7.6","<0.2","33.7","3.3","0.64","1.2","20.5","0.18","0.27","0.37","0.06","2.4","0.001","<0.5"
"Eastern Buffer","ET1","2024-03-06","1","Middle Water","1.9","0.068","0.5","89","6.6","80","140","0.075","0.009","0.017","7.6","<0.2","33.9","3.3","0.58","5","20.1","0.15","0.19","0.27","0.05","2.4","<0.001","0.8"
"Eastern Buffer","ET1","2024-03-06","1","Bottom Water","1.8","0.068","0.3","89","6.6","81","120","0.072","0.008","0.014","7.6","<0.2","34","3.3","0.63","3.9","19.9","0.15","0.18","0.26","0.05","2.6","<0.001","0.7"
"Eastern Buffer","ET1","2024-05-17","1","Surface Water","0.3","0.005","5.1","96","6.5","80","180","0.019","<0.002","0.004","8.2","0.5","31.5","2.1","0.14","5.2","26","0.03","0.17","0.19","0.04","1.8","<0.001","1.7"
"Eastern Buffer","ET1","2024-05-17","1","Middle Water","0.3","0.006","5.6","107","7.3","130","280","0.015","<0.002","<0.002","8.2","0.6","31.6","2.1","0.1","2.2","26.1","0.02","0.22","0.24","0.04","2.1","<0.001","0.6"
"Eastern Buffer","ET1","2024-05-17","1","Bottom Water","<0.1","0.021","5.5","86","5.8","170","250","0.015","<0.002","<0.002","8.2","1.1","31.6","2.1","0.18","5.4","26","0.04","0.29","0.31","0.04","2.8","0.001","1.5"
"Eastern Buffer","ET1","2024-07-04","1","Surface Water","2.7","0.009","19","173","11.7","170","620","0.29","0.026","<0.002","7.9","3.1","24.5","2.3","0.09","2.9","28.6","0.33","0.29","0.61","0.05","2.8","<0.001","1.4"
